Cliente;ID;Tipo;Data da Venda;Categoria;Vendedor;Regional;Duração do Contrato (Meses);Equipe;Valor
Cliente 5;20180145;Licenciamento;2018-06-15;Upselling;Vendedor 3;Brasil;37;Time 1;3810588.2
Cliente 5;20180390;Serviços;2018-07-25;Upselling;Vendedor 3;Brasil;1;Time 1;59605.3
Cliente 5;20180402;Serviços;2018-08-03;Upselling;Vendedor 3;Brasil;12;Time 1;161918.4
Cliente 5;20170165;Licenciamento;2018-09-06;Renovação;Vendedor 3;Brasil;12;Time 1;957075.28
Cliente 5;20191613;Serviços;2018-09-10;Upselling;Vendedor 3;Brasil;1;Time 1;30527.2
Cliente 5;20180470;Serviços;2018-09-19;Upselling;Vendedor 3;Brasil;6;Time 1;120151.76
Cliente 5;20180617;Serviços;2018-10-08;Cross selling;Vendedor 3;Brasil;12;Time 1;330760.0
Cliente 5;20180616;Licenciamento;2018-10-08;Cross selling;Vendedor 3;Brasil;12;Time 1;358398.0
Cliente 5;20180618;Serviços;2018-10-08;Cross selling;Vendedor 3;Brasil;4;Time 1;363794.4
Cliente 5;20180619;Serviços;2018-10-08;Cross selling;Vendedor 3;Brasil;16;Time 1;483200.0
Cliente 5;20180000;Licenciamento;2018-10-08;Cross selling;Vendedor 3;Brasil;12;Time 1;2565216.0
Cliente 5;20180505;Serviços;2018-10-11;Upselling;Vendedor 3;Brasil;12;Time 1;138786.48
Cliente 5;20180510;Serviços;2018-10-17;Upselling;Vendedor 3;Brasil;1;Time 1;39652.16
Cliente 5;20180519;Serviços;2018-10-24;Upselling;Vendedor 3;Brasil;12;Time 1;700045.5
Cliente 5;20180666;Licenciamento;2018-10-26;Cross selling;Vendedor 3;Argentina;12;Time 1;1989000.0
Cliente 5;20180665;Licenciamento;2018-10-26;Novo Logo;Vendedor 3;Argentina;14;Time 1;7122171.55
Cliente 5;20180528;Serviços;2018-10-29;Upselling;Vendedor 3;Brasil;5;Time 1;440000.0
Cliente 5;20180357;Licenciamento;2018-11-12;Renovação;Vendedor 3;Brasil;12;Time 1;278888.28
Cliente 5;20180356;Licenciamento;2018-11-12;Renovação;Vendedor 3;Brasil;12;Time 1;629148.46
Cliente 5;20180596;Serviços;2018-11-26;Upselling;Vendedor 3;Brasil;2;Time 1;116996.96
Cliente 5;20180597;Serviços;2018-11-26;Upselling;Vendedor 3;Brasil;2;Time 1;116996.96
Cliente 5;20180599;Serviços;2018-11-26;Upselling;Vendedor 3;Brasil;1;Time 1;187803.0
Cliente 5;20180598;Serviços;2018-11-26;Upselling;Vendedor 3;Brasil;2;Time 1;344841.12
Cliente 5;20180611;Serviços;2018-12-03;Upselling;Vendedor 3;Brasil;1;Time 1;23874.75
Cliente 5;20180612;Serviços;2018-12-03;Upselling;Vendedor 3;Brasil;1;Time 1;206280.0
Cliente 5;20180607;Serviços;2018-12-21;Upselling;Vendedor 3;Brasil;1;Time 1;117734.4
Cliente 5;20190908;Serviços;2019-02-25;Upselling;Vendedor 3;Brasil;3;Time 1;165867.76
Cliente 5;20190905;Serviços;2019-02-25;Upselling;Vendedor 3;Brasil;3;Time 1;207602.5
Cliente 5;20190906;Serviços;2019-02-25;Upselling;Vendedor 3;Brasil;3;Time 1;414415.99
Cliente 5;20190907;Serviços;2019-02-25;Upselling;Vendedor 3;Brasil;3;Time 1;486320.82
Cliente 5;20190962;Serviços;2019-03-13;Upselling;Vendedor 3;Brasil;10;Time 1;219848.75
Cliente 5;20191127;Serviços;2019-04-04;Upselling;Vendedor 3;Brasil;3;Time 1;461681.04
Cliente 5;20191128;Serviços;2019-04-04;Upselling;Vendedor 3;Brasil;3;Time 1;461688.46
Cliente 5;20191217;Serviços;2019-05-08;Upselling;Vendedor 3;Brasil;1;Time 1;44891.0
Cliente 5;20191269;Serviços;2019-05-29;Upselling;Vendedor 3;Brasil;7;Time 1;214488.48
Cliente 5;20180354;Licenciamento;2019-06-05;Renovação;Vendedor 3;Brasil;37;Time 1;1838012.37
Cliente 5;20180355;Licenciamento;2019-06-05;Renovação;Vendedor 3;Brasil;37;Time 1;3315000.0
Cliente 5;20180353;Licenciamento;2019-06-05;Renovação;Vendedor 3;Brasil;37;Time 1;6922370.84
Cliente 5;20191362;Serviços;2019-06-27;Upselling;Vendedor 3;Brasil;3;Time 1;200000.0
Cliente 5;20191428;Serviços;2019-07-17;Upselling;Vendedor 3;Brasil;3;Time 1;153242.32
Cliente 5;20191483;Serviços;2019-07-22;Upselling;Vendedor 3;Brasil;1;Time 1;134038.08
Cliente 5;20191482;Serviços;2019-07-22;Upselling;Vendedor 3;Brasil;3;Time 1;512132.4
Cliente 5;20191351;Serviços;2019-07-23;Upselling;Vendedor 3;Brasil;5;Time 1;317832.8
Cliente 5;20191430;Serviços;2019-07-23;Upselling;Vendedor 3;Brasil;2;Time 1;687108.56
Cliente 5;20191426;Serviços;2019-07-29;Upselling;Vendedor 3;Brasil;15;Time 1;825277.68
Cliente 5;20191509;Serviços;2019-08-01;Upselling;Vendedor 3;Brasil;1;Time 1;20297.52
Cliente 5;20190844;Licenciamento;2019-08-15;Renovação;Vendedor 3;Brasil;12;Time 1;358398.0
Cliente 5;20180676;Licenciamento;2019-08-15;Renovação;Vendedor 3;Brasil;12;Time 1;2565216.0
Cliente 5;20191513;Serviços;2019-08-30;Upselling;Vendedor 3;Brasil;4;Time 1;122259.0
Cliente 5;20191614;Serviços;2019-09-10;Upselling;Vendedor 3;Brasil;1;Time 1;5566.24
Cliente 5;20191641;Serviços;2019-09-20;Upselling;Vendedor 3;Brasil;3;Time 1;396794.9
Cliente 5;20180649;Licenciamento;2019-09-20;Renovação;Vendedor 3;Brasil;12;Time 1;782418.25
Cliente 5;20191646;Serviços;2019-09-23;Upselling;Vendedor 3;Brasil;2;Time 1;156690.0
Cliente 5;20191620;Serviços;2019-09-25;Upselling;Vendedor 3;Brasil;1;Time 1;30164.4
Cliente 5;20191281;Licenciamento;2019-09-30;Upselling;Vendedor 3;Brasil;12;Time 1;1293997.98
Cliente 5;20191619;Serviços;2019-10-01;Upselling;Vendedor 3;Brasil;1;Time 1;144154.8
Cliente 5;20191622;Serviços;2019-10-01;Upselling;Vendedor 3;Brasil;3;Time 1;434718.72
Cliente 5;20180650;Licenciamento;2019-10-17;Renovação;Vendedor 3;Brasil;12;Time 1;297206.68
Cliente 5;20180651;Licenciamento;2019-10-17;Renovação;Vendedor 3;Brasil;12;Time 1;627322.13
Cliente 5;20190718;Licenciamento;2019-10-17;Renovação;Vendedor 3;Brasil;12;Time 1;1989000.0
Cliente 5;20190717;Licenciamento;2019-10-17;Renovação;Vendedor 3;Brasil;12;Time 1;7122171.55
Cliente 5;20191728;Serviços;2019-10-18;Upselling;Vendedor 3;Brasil;2;Time 1;50457.6
Cliente 5;20191786;Serviços;2019-11-06;Upselling;Vendedor 3;Brasil;1;Time 1;230679.3
Cliente 5;20191859;Serviços;2019-11-14;Upselling;Vendedor 3;Brasil;1;Time 1;73168.0
Cliente 5;20191878;Serviços;2019-11-21;Upselling;Vendedor 3;Brasil;2;Time 1;200150.4
Cliente 5;20191924;Serviços;2019-12-26;Upselling;Vendedor 3;Brasil;3;Time 1;270714.48
Cliente 5;20202054;Serviços;2020-01-20;Renovação;Vendedor 3;Brasil;3;Time 1;25756.2
Cliente 5;20202057;Serviços;2020-01-21;Upselling;Vendedor 3;Brasil;1;Time 1;30527.2
Cliente 5;20202135;Serviços;2020-03-02;Renovação;Vendedor 3;Brasil;10;Time 1;1047455.0
Cliente 5;20202139;Serviços;2020-03-03;Renovação;Vendedor 3;Brasil;3;Time 1;90493.2
Cliente 5;20202108;Serviços;2020-03-04;Renovação;Vendedor 3;Brasil;10;Time 1;350393.0
Cliente 5;20202150;Serviços;2020-03-06;Renovação;Vendedor 3;Brasil;1;Time 1;18320.4
Cliente 5;20202149;Serviços;2020-03-06;Renovação;Vendedor 3;Brasil;1;Time 1;36639.05
Cliente 5;20202167;Serviços;2020-03-13;Renovação;Vendedor 3;Brasil;1;Time 1;23031.36
Cliente 5;20202176;Serviços;2020-03-17;Renovação;Vendedor 3;Brasil;1;Time 1;9618.48
Cliente 5;20202201;Serviços;2020-03-27;Renovação;Vendedor 3;Brasil;1;Time 1;23032.0
Cliente 5;20191282;Serviços;2020-03-31;Upselling;Vendedor 3;Brasil;15;Time 1;474075.0
Cliente 5;20202256;Serviços;2020-04-03;Renovação;Vendedor 3;Brasil;1;Time 1;21591.9
Cliente 5;20202254;Serviços;2020-04-03;Renovação;Vendedor 3;Brasil;1;Time 1;22377.06
Cliente 5;20202302;Serviços;2020-04-23;Renovação;Vendedor 3;Brasil;1;Time 1;21591.9
Cliente 5;20202313;Serviços;2020-04-29;Renovação;Vendedor 3;Brasil;1;Time 1;23032.0
Cliente 5;20202322;Serviços;2020-05-04;Renovação;Vendedor 3;Brasil;3;Time 1;262861.2
Cliente 5;20202321;Serviços;2020-05-08;Renovação;Vendedor 3;Brasil;4;Time 1;110602.8
Cliente 5;20202367;Serviços;2020-05-28;Renovação;Vendedor 3;Brasil;6;Time 1;134000.54
Cliente 5;20202363;Serviços;2020-06-02;Renovação;Vendedor 3;Brasil;7;Time 1;245444.4
Cliente 5;20202404;Serviços;2020-06-09;Renovação;Vendedor 3;Brasil;1;Time 1;23031.36
Cliente 5;20202403;Serviços;2020-06-12;Renovação;Vendedor 3;Brasil;7;Time 1;370542.26
Cliente 5;20180662;Licenciamento;2020-06-30;Renovação;Vendedor 3;Brasil;24;Time 1;2205975.01
Cliente 5;20180663;Produtos;2020-06-30;Renovação;Vendedor 3;Brasil;36;Time 1;7469497.4
Cliente 5;20202435;Serviços;2020-07-01;Renovação;Vendedor 3;Brasil;3;Time 1;91929.6
Cliente 5;20202329;Serviços;2020-07-24;Upselling;Vendedor 3;Brasil;4;Time 1;104857.2
Cliente 5;20202564;Serviços;2020-08-10;Renovação;Vendedor 3;Brasil;4;Time 1;65325.12
Cliente 5;20202563;Serviços;2020-08-26;Upselling;Vendedor 3;Brasil;4;Time 1;120657.6
Cliente 5;20191823;Produtos;2020-09-18;Renovação;Vendedor 3;Brasil;12;Time 1;840500.0
Cliente 5;20202673;Serviços;2020-10-01;Upselling;Vendedor 3;Brasil;4;Time 1;90493.2
Cliente 5;20202876;Serviços;2020-10-15;Upselling;Vendedor 3;Brasil;3;Time 1;89056.8
Cliente 5;20202935;Serviços;2020-10-30;Upselling;Vendedor 3;Brasil;8;Time 1;239878.8
Cliente 5;20202880;Serviços;2020-11-09;Upselling;Vendedor 3;Brasil;13;Time 1;395010.0
Cliente 5;20191826;Produtos;2020-11-13;Renovação;Vendedor 3;Brasil;12;Time 1;338119.92
Cliente 5;20203050;Serviços;2020-11-25;Renovação;Vendedor 3;Brasil;1;Time 1;59453.28
Cliente 5;20202949;Serviços;2020-11-30;Upselling;Vendedor 3;Brasil;2;Time 1;21905.1
Cliente 5;20191827;Produtos;2020-11-30;Renovação;Vendedor 3;Brasil;12;Time 1;1062053.45
Cliente 5;20203004;Serviços;2020-12-01;Upselling;Vendedor 3;Brasil;7;Time 1;211150.8
Cliente 5;20213428;Serviços;2021-02-04;Upselling;Vendedor 3;Brasil;10;Time 1;307389.6
Cliente 5;20213308;Serviços;2021-02-04;Upselling;Vendedor 3;Brasil;10;Time 1;450858.24
Cliente 5;20202967;Serviços;2021-02-10;Upselling;Vendedor 3;Brasil;9;Time 1;271479.6
Cliente 5;20213495;Serviços;2021-02-10;Upselling;Vendedor 3;Brasil;12;Time 1;772726.68
Cliente 5;20213497;Serviços;2021-02-11;Upselling;Vendedor 3;Brasil;12;Time 1;359818.2
Cliente 5;20213501;Serviços;2021-02-11;Upselling;Vendedor 3;Brasil;12;Time 1;719636.4
Cliente 5;20213498;Serviços;2021-02-11;Upselling;Vendedor 3;Brasil;12;Time 1;1386844.2
Cliente 5;20213421;Serviços;2021-02-18;Upselling;Vendedor 3;Brasil;10;Time 1;269948.16
Cliente 5;20213484;Serviços;2021-03-02;Upselling;Vendedor 3;Brasil;10;Time 1;269948.16
Cliente 5;20213869;Serviços;2021-04-19;Upselling;Vendedor 23;Brasil;1;Time 1;28480.0
Cliente 5;20213864;Serviços;2021-04-19;Upselling;Vendedor 23;Brasil;8;Time 1;245624.4
Cliente 50;20180523;Serviços;2019-02-26;Novo Logo;Vendedor 9;Brasil;7;Time 3;636822.48
Cliente 50;20191418;Serviços;2019-07-15;Upselling;Vendedor 9;Brasil;3;Time 3;65622.0
Cliente 50;20191566;Serviços;2019-09-20;Upselling;Vendedor 9;Brasil;3;Time 3;544496.4
Cliente 50;20202056;Serviços;2020-01-29;Renovação;Vendedor 9;Brasil;12;Time 3;1100010.24
Cliente 50;20202078;Serviços;2020-02-19;Upselling;Vendedor 9;Brasil;3;Time 3;110244.96
Cliente 50;20202122;Serviços;2020-03-31;Cross selling;Vendedor 9;Brasil;3;Time 3;220489.92
Cliente 50;20202421;Serviços;2020-06-26;Renovação;Vendedor 9;Brasil;2;Time 3;146993.28
Cliente 50;20202574;Serviços;2020-08-31;Upselling;Vendedor 9;Brasil;3;Time 3;110244.96
Cliente 50;20202670;Serviços;2020-09-17;Upselling;Vendedor 9;Brasil;3;Time 3;304264.8
Cliente 50;20202610;Serviços;2020-09-29;Upselling;Vendedor 9;Brasil;3;Time 3;60852.96
Cliente 50;20203022;Serviços;2021-02-03;Renovação;Vendedor 9;Brasil;12;Time 3;1270080.0
Cliente 51;20180387;Produtos;2019-02-28;Upselling;Vendedor 1;Brasil;2;Time 1;45000.0
Cliente 51;20180576;Produtos;2019-02-28;Novo Logo;Vendedor 1;Brasil;12;Time 1;59000.0
Cliente 52;20180463;Serviços;2019-03-19;Novo Logo;Vendedor 9;Brasil;2;Time 3;18561.2
Cliente 52;20191155;Serviços;2019-05-08;Upselling;Vendedor 9;Brasil;3;Time 3;93773.76
Cliente 52;20191312;Serviços;2019-06-26;Cross selling;Vendedor 9;Brasil;1;Time 3;12645.12
Cliente 52;20191417;Serviços;2019-07-18;Upselling;Vendedor 9;Brasil;4;Time 3;184204.92
Cliente 52;20191403;Serviços;2019-08-02;Upselling;Vendedor 9;Brasil;3;Time 3;91649.6
Cliente 52;20191680;Serviços;2019-10-08;Upselling;Vendedor 9;Brasil;4;Time 3;224385.96
Cliente 52;20191629;Licenciamento;2019-11-05;Cross selling;Vendedor 9;Brasil;37;Time 3;215587.08
Cliente 52;20191867;Serviços;2019-11-19;Upselling;Vendedor 9;Brasil;2;Time 3;108723.2
Cliente 52;20191886;Serviços;2019-11-26;Upselling;Vendedor 9;Brasil;5;Time 3;91649.6
Cliente 52;20191890;Serviços;2019-12-09;Cross selling;Vendedor 9;Brasil;3;Time 3;100568.96
Cliente 52;20202142;Serviços;2020-03-16;Renovação;Vendedor 16;Brasil;9;Time 3;917182.12
Cliente 52;20202351;Serviços;2020-05-29;Renovação;Vendedor 16;Brasil;12;Time 3;232233.54
Cliente 52;20202444;Serviços;2020-07-27;Renovação;Vendedor 16;Brasil;3;Time 3;100568.96
Cliente 52;20202895;Serviços;2020-10-21;Renovação;Vendedor 16;Brasil;3;Time 3;100568.96
Cliente 52;20213278;Serviços;2021-01-22;Upselling;Vendedor 9;Brasil;3;Time 3;87148.44
Cliente 52;20203198;Produtos;2021-02-26;Cross selling;Vendedor 9;Brasil;12;Time 3;77903.82
Cliente 52;20213873;Serviços;2021-04-19;Upselling;Vendedor 9;Brasil;7;Time 3;203346.36
Cliente 53;20180582;Produtos;2019-03-25;Novo Logo;Vendedor 11;Brasil;3;Time 3;300000.0
Cliente 53;20191010;Produtos;2019-12-02;Novo Logo;Vendedor 11;Brasil;12;Time 3;257040.0
Cliente 54;20180679;Serviços;2019-03-29;Cross selling;Vendedor 1;Brasil;1;Time 1;81500.68
Cliente 54;20180678;Produtos;2019-03-29;Novo Logo;Vendedor 1;Brasil;33;Time 1;331683.0
Cliente 55;20191118;Serviços;2019-04-16;Novo Logo;Vendedor 3;Brasil;1;Time 1;45000.0
Cliente 56;20180544;Produtos;2019-04-17;Novo Logo;Vendedor 11;Brasil;9;Time 3;234000.0
Cliente 57;20191078;Produtos;2019-04-18;Novo Logo;Vendedor 10;Brasil;2;Time 7;81715.2
Cliente 58;20190943;Produtos;2019-04-30;Novo Logo;Vendedor 4;Brasil;19;Time 2;1968600.0
Cliente 58;20203100;Produtos;2021-02-17;Novo Logo;Vendedor 17;Brasil;61;Time 8;701653.6
Cliente 59;20190927;Licenciamento;2019-05-03;Novo Logo;Vendedor 3;Brasil;37;Time 1;1200000.0
Cliente 59;20202360;Licenciamento;2020-05-22;Upselling;Vendedor 3;Brasil;37;Time 1;155560.0
Cliente 59;20202503;Serviços;2020-12-28;Cross selling;Vendedor 3;Brasil;3;Time 1;88089.6
Cliente 6;20180030;Serviços;2018-01-30;Novo Logo;Vendedor 1;Brasil;4;Time 1;120800.0
Cliente 6;20180141;Serviços;2018-04-30;Upselling;Vendedor 1;Brasil;14;Time 1;66000.0
Cliente 60;20191004;Produtos;2019-05-31;Novo Logo;Vendedor 13;Brasil;12;Time 3;210000.0
Cliente 61;20190716;Serviços;2019-05-31;Novo Logo;Vendedor 8;Mexico;1;Time 6;198690.0
Cliente 62;20180121;Produtos;2019-06-05;Novo Logo;Vendedor 9;Brasil;16;Time 3;420000.0
Cliente 62;20202608;Serviços;2020-08-25;Upselling;Vendedor 13;Brasil;13;Time 3;420000.0
Cliente 63;20191177;Produtos;2019-06-07;Novo Logo;Vendedor 9;Brasil;9;Time 3;400000.0
Cliente 64;20190703;Licenciamento;2019-06-24;Upselling;Vendedor 8;Mexico;37;Time 6;5316300.0
Cliente 64;20190702;Licenciamento;2019-07-17;Upselling;Vendedor 8;Mexico;12;Time 6;308775.0
Cliente 64;20191583;Licenciamento;2019-12-03;Renovação;Vendedor 8;Mexico;13;Time 6;365160.0
Cliente 65;20191276;Produtos;2019-06-25;Novo Logo;Vendedor 1;Brasil;23;Time 1;480000.0
Cliente 65;20191671;Serviços;2019-09-27;Cross selling;Vendedor 1;Brasil;1;Time 1;16000.0
Cliente 66;20191492;Serviços;2019-07-11;Upselling;Vendedor 11;Brasil;14;Time 3;41972.2
Cliente 66;20191356;Licenciamento;2019-07-12;Novo Logo;Vendedor 11;Brasil;12;Time 3;60214.41
Cliente 67;20191216;Licenciamento;2019-07-22;Novo Logo;Vendedor 8;Mexico;12;Time 6;214800.0
Cliente 67;20213269;Licenciamento;2021-01-21;Novo Logo;Vendedor 8;Mexico;12;Time 9;537268.5
Cliente 67;20213515;Licenciamento;2021-04-20;Upselling;Vendedor 8;Mexico;12;Time 9;292128.0
Cliente 68;20191388;Serviços;2019-08-22;Novo Logo;Vendedor 14;Brasil;2;Time 3;73920.0
Cliente 68;20191631;Serviços;2019-09-25;Upselling;Vendedor 14;Brasil;2;Time 3;109999.68
Cliente 68;20191798;Serviços;2019-12-06;Upselling;Vendedor 14;Brasil;2;Time 3;76000.0
Cliente 68;20201966;Serviços;2020-03-09;Upselling;Vendedor 14;Brasil;1;Time 3;48444.48
Cliente 68;20202311;Serviços;2020-05-14;Upselling;Vendedor 14;Brasil;1;Time 3;48192.0
Cliente 68;20202400;Serviços;2020-06-09;Upselling;Vendedor 14;Brasil;1;Time 3;44175.6
Cliente 68;20202513;Serviços;2020-07-20;Renovação;Vendedor 14;Brasil;1;Time 3;20800.0
Cliente 69;20191254;Serviços;2019-08-26;Novo Logo;Vendedor 13;Brasil;1;Time 3;840360.48
Cliente 69;20191791;Serviços;2019-11-11;Upselling;Vendedor 13;Brasil;6;Time 3;399000.0
Cliente 7;20180034;Serviços;2018-01-31;Cross selling;Vendedor 1;Brasil;3;Time 1;52800.0
Cliente 7;20180033;Licenciamento;2018-01-31;Novo Logo;Vendedor 1;Brasil;37;Time 1;338365.31
Cliente 7;20180114;Produtos;2018-04-19;Cross selling;Vendedor 1;Brasil;12;Time 1;192000.0
Cliente 7;20190834;Serviços;2019-06-26;Upselling;Vendedor 1;Brasil;3;Time 1;73920.0
Cliente 7;20191316;Serviços;2019-06-28;Upselling;Vendedor 1;Brasil;2;Time 1;73920.0
Cliente 7;20191532;Serviços;2019-09-17;Upselling;Vendedor 1;Brasil;5;Time 1;147840.0
Cliente 7;20191906;Serviços;2019-12-06;Renovação;Vendedor 1;Brasil;6;Time 1;221760.0
Cliente 7;20202493;Serviços;2020-07-27;Upselling;Vendedor 20;Brasil;3;Time 3;10141.12
Cliente 7;20213510;Licenciamento;2021-03-30;Renovação;Vendedor 20;Brasil;12;Time 3;342798.07
Cliente 7;20202596;Produtos;2021-04-30;Upselling;Vendedor 20;Brasil;12;Time 3;211200.0
Cliente 70;20191366;Licenciamento;2019-08-27;Novo Logo;Vendedor 8;Mexico;12;Time 6;204060.0
Cliente 71;20190879;Produtos;2019-09-04;Novo Logo;Vendedor 9;Brasil;12;Time 3;417891.11
Cliente 71;20191602;Produtos;2019-09-09;Novo Logo;Vendedor 9;Brasil;12;Time 3;1500000.0
Cliente 71;20202308;Produtos;2020-06-05;Cross selling;Vendedor 9;Brasil;6;Time 3;500000.0
Cliente 71;20202396;Produtos;2020-06-12;Cross selling;Vendedor 7;Brasil;12;Time 5;1000000.0
Cliente 71;20202392;Produtos;2020-06-12;Cross selling;Vendedor 7;Brasil;49;Time 5;4000000.0
Cliente 71;20202577;Produtos;2020-09-01;Cross selling;Vendedor 9;Brasil;12;Time 3;11172.0
Cliente 71;20202519;Serviços;2020-09-24;Upselling;Vendedor 9;Brasil;1;Time 3;100280.27
Cliente 71;20191849;Produtos;2020-12-14;Renovação;Vendedor 9;Brasil;36;Time 3;3600000.0
Cliente 71;20213513;Produtos;2021-04-15;Cross selling;Vendedor 7;Brasil;61;Time 5;1865700.0
Cliente 73;20191484;Serviços;2019-09-18;Novo Logo;Vendedor 12;Colombia;4;Time 6;514446.0
Cliente 73;20202286;Licenciamento;2020-05-20;Cross selling;Vendedor 12;Colombia;12;Time 10;30072.0
Cliente 74;20191033;Serviços;2019-09-23;Novo Logo;Vendedor 15;Brasil;2;Time 3;86504.61
Cliente 75;20191245;Produtos;2019-09-26;Novo Logo;Vendedor 9;Brasil;12;Time 3;219909.81
Cliente 75;20191294;Serviços;2019-09-26;Novo Logo;Vendedor 9;Brasil;12;Time 3;531941.76
Cliente 75;20202328;Serviços;2020-06-05;Upselling;Vendedor 9;Brasil;3;Time 3;48043.2
Cliente 75;20202465;Serviços;2020-07-14;Renovação;Vendedor 9;Brasil;24;Time 3;1063883.52
Cliente 75;20191850;Produtos;2020-08-20;Renovação;Vendedor 9;Brasil;24;Time 3;291155.52
Cliente 75;20202650;Serviços;2020-09-09;Upselling;Vendedor 9;Brasil;12;Time 3;265970.88
Cliente 75;20202655;Serviços;2020-11-05;Upselling;Vendedor 9;Brasil;12;Time 3;265970.88
Cliente 75;20202941;Serviços;2020-12-17;Cross selling;Vendedor 9;Brasil;12;Time 3;265978.44
Cliente 76;20191215;Serviços;2019-10-02;Upselling;Vendedor 1;Brasil;4;Time 1;239996.8
Cliente 76;20202475;Serviços;2020-09-01;Upselling;Vendedor 1;Brasil;1;Time 1;14800.0
Cliente 76;20202926;Serviços;2020-10-30;Upselling;Vendedor 1;Brasil;1;Time 1;12000.0
Cliente 76;20202927;Serviços;2020-12-28;Upselling;Vendedor 1;Brasil;1;Time 1;14400.0
Cliente 76;20203043;Serviços;2020-12-29;Upselling;Vendedor 1;Brasil;3;Time 1;82400.2
Cliente 76;20213283;Serviços;2021-02-22;Upselling;Vendedor 25;Brasil;1;Time 3;4906.0
Cliente 76;20213355;Serviços;2021-02-22;Upselling;Vendedor 25;Brasil;1;Time 3;4906.0
Cliente 77;20180497;Produtos;2019-10-04;Novo Logo;Vendedor 14;Brasil;1;Time 3;1205681.75
Cliente 77;20191644;Serviços;2019-10-04;Novo Logo;Vendedor 14;Brasil;12;Time 3;1982095.09
Cliente 78;20191650;Produtos;2019-10-04;Novo Logo;Vendedor 1;Brasil;37;Time 1;558302.35
Cliente 78;20191936;Produtos;2019-12-26;Novo Logo;Vendedor 7;Brasil;61;Time 5;4734499.0
Cliente 79;20191600;Licenciamento;2019-12-02;Novo Logo;Vendedor 8;Mexico;12;Time 6;456450.0
Cliente 79;20202364;Licenciamento;2020-12-04;Novo Logo;Vendedor 8;Mexico;24;Time 9;1396200.0
Cliente 8;20180043;Serviços;2018-02-06;Upselling;Vendedor 2;Brasil;6;Time 2;401783.0
Cliente 8;20180171;Serviços;2018-04-17;Cross selling;Vendedor 2;Brasil;1;Time 2;40562.49
Cliente 8;20180132;Licenciamento;2018-04-17;Cross selling;Vendedor 2;Brasil;12;Time 2;583342.0
Cliente 8;20180229;Serviços;2018-05-14;Upselling;Vendedor 2;Brasil;2;Time 2;34780.0
Cliente 8;20180044;Licenciamento;2018-05-14;Upselling;Vendedor 4;Brasil;12;Time 2;234690.0
Cliente 8;20180382;Serviços;2018-08-22;Upselling;Vendedor 4;Brasil;2;Time 2;120000.0
Cliente 8;20170162;Licenciamento;2018-08-31;Renovação;Vendedor 4;Brasil;12;Time 2;989861.0
Cliente 8;20180338;Licenciamento;2018-09-27;Renovação;Vendedor 3;Brasil;12;Time 1;90545.69
Cliente 8;20180579;Serviços;2018-11-28;Upselling;Vendedor 4;Brasil;1;Time 2;30000.0
Cliente 8;20180621;Serviços;2018-12-13;Upselling;Vendedor 4;Brasil;2;Time 2;120000.0
Cliente 8;20190960;Serviços;2019-03-11;Upselling;Vendedor 3;Brasil;3;Time 1;307112.4
Cliente 8;20190964;Serviços;2019-04-10;Upselling;Vendedor 3;Brasil;3;Time 1;100604.09
Cliente 8;20180336;Licenciamento;2019-05-03;Renovação;Vendedor 3;Brasil;12;Time 1;583342.0
Cliente 8;20191300;Serviços;2019-06-11;Upselling;Vendedor 3;Brasil;2;Time 1;87696.0
Cliente 8;20190866;Serviços;2019-06-11;Upselling;Vendedor 3;Brasil;7;Time 1;973728.0
Cliente 8;20180337;Licenciamento;2019-07-29;Renovação;Vendedor 3;Brasil;37;Time 1;1220000.0
Cliente 8;20191494;Serviços;2019-08-30;Upselling;Vendedor 3;Brasil;2;Time 1;57120.0
Cliente 8;20191301;Serviços;2019-09-18;Upselling;Vendedor 3;Brasil;7;Time 1;279552.0
Cliente 8;20191742;Serviços;2019-10-18;Upselling;Vendedor 3;Brasil;7;Time 1;698880.0
Cliente 8;20191754;Serviços;2019-10-24;Upselling;Vendedor 3;Brasil;2;Time 1;57120.0
Cliente 8;20191855;Serviços;2019-11-19;Upselling;Vendedor 3;Brasil;2;Time 1;57120.0
Cliente 8;20180640;Licenciamento;2019-12-10;Renovação;Vendedor 3;Brasil;12;Time 1;99501.53
Cliente 8;20191944;Serviços;2020-01-07;Renovação;Vendedor 3;Brasil;4;Time 1;114236.64
Cliente 8;20201968;Serviços;2020-01-17;Renovação;Vendedor 3;Brasil;5;Time 1;142800.0
Cliente 8;20191947;Serviços;2020-01-17;Renovação;Vendedor 3;Brasil;12;Time 1;342720.0
Cliente 8;20191946;Serviços;2020-01-17;Renovação;Vendedor 3;Brasil;12;Time 1;685440.0
Cliente 8;20191949;Serviços;2020-01-17;Renovação;Vendedor 3;Brasil;11;Time 1;1713600.0
Cliente 8;20202146;Serviços;2020-03-06;Renovação;Vendedor 3;Brasil;8;Time 1;244608.0
Cliente 8;20202145;Serviços;2020-03-06;Renovação;Vendedor 3;Brasil;8;Time 1;264992.0
Cliente 8;20202144;Serviços;2020-03-06;Renovação;Vendedor 3;Brasil;10;Time 1;532224.0
Cliente 8;20202157;Produtos;2020-03-16;Cross selling;Vendedor 3;Brasil;12;Time 1;1499400.0
Cliente 8;20202287;Serviços;2020-04-23;Renovação;Vendedor 3;Brasil;8;Time 1;228480.0
