"cliente","id","tipo","data_da_venda","categoria","vendedor","regional","duracao_do_contrato_meses","equipe","valor"
"Cliente 100","2020-2206","Produtos","2020-05-15","Novo Logo","Vendedor 13","Brasil",37,"Time 3","R$ 2.891.561,00"
"Cliente 101","2020-2319","Serviços","2020-05-26","Novo Logo","Vendedor 3","Brasil",12,"Time 1","R$ 174.050,00"
"Cliente 101","2019-1169","Licenciamento","2020-05-26","Novo Logo","Vendedor 3","Brasil",12,"Time 1","R$ 837.527,00"
"Cliente 102","2020-2693","Produtos","2020-06-04","Novo Logo","Vendedor 19","Brasil",3,"Time 3","R$ 688.500,00"
"Cliente 103","2020-2394","Produtos","2020-07-07","Novo Logo","Vendedor 19","Brasil",36,"Time 3","R$ 224.000,00"
"Cliente 104","2020-3105","Produtos","2020-08-01","Renovação","Vendedor 17","Brasil",13,"Time 8","R$ 78.698,51"
"Cliente 105","2020-2530","Serviços","2020-08-03","Novo Logo","Vendedor 1","Brasil",2,"Time 1","R$ 53.104,00"
"Cliente 106","2020-2567","Produtos","2020-08-17","Novo Logo","Vendedor 16","Brasil",18,"Time 3","R$ 1.649.610,36"
"Cliente 107","2020-2390","Produtos","2020-08-17","Novo Logo","Vendedor 19","Brasil",61,"Time 3","R$ 483.800,00"
"Cliente 108","2020-3129","Produtos","2020-08-18","Novo Logo","Vendedor 13","Brasil",35,"Time 3","R$ 1.517.436,72"
"Cliente 108","2020-2418","Produtos","2020-08-18","Novo Logo","Vendedor 7","Brasil",35,"Time 5","R$ 3.034.873,44"
"Cliente 109","2020-2537","Serviços","2020-08-28","Novo Logo","Vendedor 13","Brasil",2,"Time 3","R$ 49.279,44"
"Cliente 109","2021-3277","Produtos","2021-01-08","Cross selling","Vendedor 13","Brasil",12,"Time 3","R$ 139.200,00"
"Cliente 109","2020-2962","Serviços","2021-01-08","Cross selling","Vendedor 13","Brasil",12,"Time 3","R$ 459.605,28"
"Cliente 109","2021-3624","Serviços","2021-03-17","Upselling","Vendedor 13","Brasil",3,"Time 3","R$ 35.967,00"
"Cliente 109","2021-3577","Serviços","2021-03-22","Cross selling","Vendedor 13","Brasil",12,"Time 3","R$ 1.229.003,30"
"Cliente 11","2018-0046","Serviços","2018-02-27","Novo Logo","Vendedor 3","Brasil",1,"Time 1","R$ 8.990,00"
"Cliente 110","2020-2644","Licenciamento","2020-08-31","Novo Logo","Vendedor 12","Colombia",12,"Time 10","R$ 241.650,00"
"Cliente 111","2020-2639","Produtos","2020-08-31","Novo Logo","Vendedor 19","Brasil",61,"Time 3","R$ 626.220,00"
"Cliente 111","2020-2580","Produtos","2020-08-31","Novo Logo","Vendedor 19","Brasil",53,"Time 3","R$ 3.016.440,00"
"Cliente 112","2020-3080","Produtos","2020-09-21","Novo Logo","Vendedor 17","Brasil",21,"Time 8","R$ 91.200,00"
"Cliente 113","2020-2480","Licenciamento","2020-09-21","Novo Logo","Vendedor 1","Brasil",36,"Time 1","R$ 1.055.110,36"
"Cliente 114","2020-2412","Serviços","2020-09-24","Novo Logo","Vendedor 18","Brasil",4,"Time 1","R$ 100.000,00"
"Cliente 115","2020-2507","Produtos","2020-09-24","Novo Logo","Vendedor 18","Brasil",3,"Time 1","R$ 195.056,92"
"Cliente 116","2020-2723","Licenciamento","2020-09-25","Novo Logo","Vendedor 8","Mexico",12,"Time 9","R$ 1.369.162,05"
"Cliente 116","2020-3155","Licenciamento","2020-12-21","Upselling","Vendedor 8","Mexico",3,"Time 9","R$ 134.025,16"
"Cliente 116","2021-3680","Licenciamento","2021-03-26","Upselling","Vendedor 8","Mexico",3,"Time 9","R$ 134.025,16"
"Cliente 117","2020-2634","Produtos","2020-09-28","Novo Logo","Vendedor 21","Brasil",36,"Time 3","R$ 112.440,00"
"Cliente 118","2020-2872","Serviços","2020-09-30","Cross selling","Vendedor 3","Brasil",12,"Time 1","R$ 253.994,40"
"Cliente 118","2020-2689","Produtos","2020-09-30","Novo Logo","Vendedor 3","Brasil",12,"Time 1","R$ 3.398.870,55"
"Cliente 119","2020-2127","Licenciamento","2020-09-30","Novo Logo","Vendedor 8","Mexico",37,"Time 9","R$ 2.450.331,00"
"Cliente 12","2018-0107","Serviços","2018-03-01","Upselling","Vendedor 1","Brasil",12,"Time 1","R$ 200.000,00"
"Cliente 12","2018-0228","Produtos","2018-07-25","Renovação","Vendedor 1","Brasil",12,"Time 1","R$ 180.000,00"
"Cliente 12","2018-0127","Produtos","2018-07-25","Cross selling","Vendedor 1","Brasil",12,"Time 1","R$ 213.832,92"
"Cliente 12","2019-0889","Serviços","2019-02-21","Upselling","Vendedor 1","Brasil",12,"Time 1","R$ 210.140,00"
"Cliente 12","2019-0849","Produtos","2019-06-05","Renovação","Vendedor 1","Brasil",6,"Time 1","R$ 90.000,00"
"Cliente 12","2019-1314","Produtos","2019-06-18","Renovação","Vendedor 1","Brasil",6,"Time 1","R$ 53.458,23"
"Cliente 12","2020-2071","Licenciamento","2019-12-27","Upselling","Vendedor 1","Brasil",1,"Time 1","R$ 126.221,01"
"Cliente 12","2019-1778","Produtos","2020-01-17","Cross selling","Vendedor 14","Brasil",12,"Time 3","R$ 298.680,00"
"Cliente 12","2018-0358","Licenciamento","2020-09-29","Renovação","Vendedor 14","Brasil",12,"Time 3","R$ 535.800,00"
"Cliente 12","2021-3708","Serviços","2021-02-25","Cross selling","Vendedor 20","Brasil",12,"Time 3","R$ 111.300,00"
"Cliente 12","2020-2994","Produtos","2021-02-25","Cross selling","Vendedor 20","Brasil",12,"Time 3","R$ 187.380,00"
"Cliente 120","2020-3124","Produtos","2020-10-01","Upselling","Vendedor 17","Brasil",24,"Time 8","R$ 1.250,00"
"Cliente 121","2020-2539","Serviços","2020-10-01","Novo Logo","Vendedor 3","Brasil",2,"Time 1","R$ 29.592,00"
"Cliente 122","2020-2572","Serviços","2020-10-01","Novo Logo","Vendedor 3","Brasil",1,"Time 1","R$ 7.182,00"
"Cliente 123","2020-2917","Serviços","2020-10-19","Novo Logo","Vendedor 1","Brasil",4,"Time 1","R$ 332.471,30"
"Cliente 123","2021-3576","Serviços","2021-03-11","Upselling","Vendedor 13","Brasil",11,"Time 3","R$ 1.219.061,58"
"Cliente 124","2020-2898","Serviços","2020-10-19","Novo Logo","Vendedor 1","Brasil",12,"Time 1","R$ 317.832,37"
"Cliente 124","2021-3541","Serviços","2021-03-03","Upselling","Vendedor 9","Brasil",12,"Time 3","R$ 342.720,00"
"Cliente 125","2020-2648","Licenciamento","2020-10-29","Novo Logo","Vendedor 12","Colombia",12,"Time 10","R$ 327.570,00"
"Cliente 126","2020-2980","Produtos","2020-10-30","Novo Logo","Vendedor 7","Brasil",12,"Time 5","R$ 1.750.373,68"
"Cliente 126","2020-3001","Produtos","2020-12-14","Novo Logo","Vendedor 3","Brasil",12,"Time 1","R$ 268.231,50"
"Cliente 127","2020-2921","Serviços","2020-11-09","Novo Logo","Vendedor 20","Brasil",3,"Time 3","R$ 29.964,48"
"Cliente 128","2020-2658","Produtos","2020-11-09","Novo Logo","Vendedor 3","Brasil",12,"Time 1","R$ 130.649,63"
"Cliente 129","2020-2637","Produtos","2020-11-16","Novo Logo","Vendedor 7","Brasil",60,"Time 5","R$ 1.740.000,00"
"Cliente 13","2017-0023","Serviços","2018-03-12","Cross selling","Vendedor 1","Brasil",2,"Time 1","R$ 67.830,00"
"Cliente 13","2018-0302","Licenciamento","2018-07-23","Upselling","Vendedor 1","Brasil",17,"Time 1","R$ 168.959,59"
"Cliente 13","2018-0301","Licenciamento","2018-07-23","Upselling","Vendedor 1","Brasil",37,"Time 1","R$ 1.351.967,23"
"Cliente 13","2019-0861","Licenciamento","2019-01-31","Upselling","Vendedor 1","Brasil",30,"Time 1","R$ 440.551,24"
"Cliente 13","2019-0881","Serviços","2019-03-11","Upselling","Vendedor 1","Brasil",7,"Time 1","R$ 201.696,00"
"Cliente 13","2019-0910","Licenciamento","2019-03-18","Upselling","Vendedor 1","Brasil",28,"Time 1","R$ 3.649.217,87"
"Cliente 13","2019-0891","Serviços","2019-04-05","Cross selling","Vendedor 1","Brasil",7,"Time 1","R$ 192.001,92"
"Cliente 13","2019-1277","Serviços","2019-06-03","Cross selling","Vendedor 1","Brasil",1,"Time 1","R$ 143.000,00"
"Cliente 13","2019-1308","Serviços","2019-06-03","Upselling","Vendedor 1","Brasil",1,"Time 1","R$ 237.912,87"
"Cliente 13","2019-1203","Serviços","2019-06-04","Upselling","Vendedor 1","Brasil",3,"Time 1","R$ 133.932,48"
"Cliente 13","2019-1262","Serviços","2019-06-07","Upselling","Vendedor 1","Brasil",3,"Time 1","R$ 101.999,04"
"Cliente 13","2019-1289","Licenciamento","2019-06-19","Upselling","Vendedor 1","Brasil",26,"Time 1","R$ 547.685,15"
"Cliente 13","2019-1357","Serviços","2019-08-01","Cross selling","Vendedor 1","Brasil",1,"Time 1","R$ 55.366,07"
"Cliente 13","2019-1568","Licenciamento","2019-09-05","Upselling","Vendedor 1","Brasil",23,"Time 1","R$ 308.542,94"
"Cliente 13","2019-1582","Serviços","2019-09-16","Upselling","Vendedor 1","Brasil",4,"Time 1","R$ 300.000,00"
"Cliente 13","2019-1632","Serviços","2019-09-26","Cross selling","Vendedor 1","Brasil",1,"Time 1","R$ 105.926,56"
"Cliente 13","2019-1676","Serviços","2019-10-15","Upselling","Vendedor 1","Brasil",1,"Time 1","R$ 384.833,70"
"Cliente 13","2020-1973","Licenciamento","2020-01-31","Renovação","Vendedor 1","Brasil",18,"Time 1","R$ 186.761,31"
"Cliente 13","2020-2077","Licenciamento","2020-01-31","Renovação","Vendedor 13","Brasil",17,"Time 3","R$ 528.010,48"
"Cliente 13","2020-1975","Licenciamento","2020-01-31","Renovação","Vendedor 1","Brasil",18,"Time 1","R$ 1.584.032,12"
"Cliente 13","2020-2084","Serviços","2020-02-03","Cross selling","Vendedor 13","Brasil",1,"Time 3","R$ 17.168,64"
"Cliente 13","2020-2081","Serviços","2020-02-28","Renovação","Vendedor 13","Brasil",1,"Time 3","R$ 112.321,44"
"Cliente 13","2020-2512","Licenciamento","2020-07-24","Renovação","Vendedor 13","Brasil",11,"Time 3","R$ 529.783,84"
"Cliente 13","2020-2698","Licenciamento","2020-09-25","Upselling","Vendedor 13","Brasil",24,"Time 3","R$ 2.797.378,88"
"Cliente 13","2020-3153","Licenciamento","2021-01-29","Upselling","Vendedor 13","Brasil",12,"Time 3","R$ 93.735,36"
"Cliente 13","2021-3594","Licenciamento","2021-03-12","Upselling","Vendedor 13","Brasil",12,"Time 3","R$ 920.035,77"
"Cliente 130","2019-1389","Produtos","2020-11-16","Novo Logo","Vendedor 20","Brasil",36,"Time 3","R$ 2.564.644,92"
"Cliente 131","2020-2997","Serviços","2020-11-20","Novo Logo","Vendedor 13","Brasil",1,"Time 3","R$ 31.080,00"
"Cliente 131","2021-3572","Serviços","2021-03-02","Upselling","Vendedor 13","Brasil",1,"Time 3","R$ 4.920,00"
"Cliente 132","2020-3033","Produtos","2020-12-01","Novo Logo","Vendedor 17","Brasil",24,"Time 8","R$ 29.196,00"
"Cliente 133","2020-3071","Produtos","2020-12-01","Novo Logo","Vendedor 13","Brasil",12,"Time 3","R$ 100.800,00"
"Cliente 135","2020-3097","Produtos","2020-12-11","Novo Logo","Vendedor 17","Brasil",12,"Time 8","R$ 45.798,00"
"Cliente 136","2020-2407","Licenciamento","2020-12-11","Novo Logo","Vendedor 8","Mexico",12,"Time 9","R$ 209.967,00"
"Cliente 136","2020-3156","Licenciamento","2020-12-23","Novo Logo","Vendedor 8","Mexico",12,"Time 9","R$ 564.172,20"
"Cliente 137","2020-3130","Produtos","2020-12-12","Novo Logo","Vendedor 7","Brasil",61,"Time 5","R$ 534.600,00"
"Cliente 138","2020-3140","Produtos","2020-12-14","Novo Logo","Vendedor 3","Brasil",12,"Time 1","R$ 3.484.000,00"
"Cliente 138","2020-3144","Licenciamento","2020-12-16","Upselling","Vendedor 3","Brasil",12,"Time 1","R$ 6.000.000,00"
"Cliente 138","2021-3354","Produtos","2021-01-29","Upselling","Vendedor 3","Brasil",12,"Time 1","R$ 3.415.203,84"
"Cliente 139","2020-2624","Produtos","2020-12-14","Novo Logo","Vendedor 21","Brasil",37,"Time 3","R$ 172.800,00"
"Cliente 14","2017-0103","Serviços","2018-03-16","Upselling","Vendedor 4","Brasil",5,"Time 2","R$ 205.000,00"
"Cliente 14","2017-0102","Produtos","2018-04-09","Cross selling","Vendedor 4","Brasil",3,"Time 2","R$ 89.292,50"
"Cliente 14","2018-0206","Serviços","2018-04-30","Upselling","Vendedor 4","Brasil",13,"Time 2","R$ 2.379.999,84"
"Cliente 14","2017-0128","Serviços","2018-06-15","Upselling","Vendedor 4","Brasil",12,"Time 2","R$ 1.330.000,00"
"Cliente 14","2018-0262","Produtos","2019-04-23","Upselling","Vendedor 10","Brasil",1,"Time 7","R$ 300.000,00"
"Cliente 14","2019-1202","Produtos","2019-05-17","Cross selling","Vendedor 10","Brasil",1,"Time 7","R$ 46.569,00"
"Cliente 14","2019-1299","Serviços","2019-06-28","Upselling","Vendedor 10","Brasil",13,"Time 7","R$ 12.100.320,00"
"Cliente 14","2019-1290","Serviços","2019-07-03","Cross selling","Vendedor 10","Brasil",2,"Time 7","R$ 71.000,00"
"Cliente 14","2019-1615","Serviços","2019-09-13","Upselling","Vendedor 10","Brasil",2,"Time 7","R$ 19.880,00"
"Cliente 14","2019-1347","Serviços","2019-09-23","Upselling","Vendedor 10","Brasil",12,"Time 7","R$ 1.472.416,00"
"Cliente 14","2019-1652","Serviços","2019-12-27","Cross selling","Vendedor 10","Brasil",12,"Time 7","R$ 765.920,00"
"Cliente 14","2020-2419","Licenciamento","2020-06-30","Cross selling","Vendedor 18","Brasil",12,"Time 1","R$ 93.437,40"
"Cliente 14","2020-2494","Serviços","2020-08-12","Cross selling","Vendedor 18","Brasil",4,"Time 1","R$ 97.500,00"
"Cliente 14","2019-1413","Licenciamento","2020-08-17","Cross selling","Vendedor 18","Brasil",12,"Time 1","R$ 1.391.362,64"
"Cliente 14","2020-2455","Serviços","2020-09-22","Cross selling","Vendedor 18","Brasil",12,"Time 1","R$ 9.048.490,66"
"Cliente 14","2020-3008","Serviços","2020-12-10","Upselling","Vendedor 18","Brasil",6,"Time 1","R$ 161.280,00"
"Cliente 14","2020-3069","Serviços","2021-01-12","Upselling","Vendedor 18","Brasil",12,"Time 1","R$ 290.016,00"
"Cliente 14","2021-3286","Serviços","2021-01-26","Upselling","Vendedor 18","Brasil",12,"Time 1","R$ 322.560,00"
"Cliente 14","2021-3204","Serviços","2021-03-09","Upselling","Vendedor 18","Brasil",12,"Time 1","R$ 6.707.860,00"
"Cliente 14","2021-3584","Serviços","2021-04-14","Cross selling","Vendedor 18","Brasil",12,"Time 1","R$ 305.182,08"
"Cliente 14","2021-3604","Serviços","2021-04-27","Upselling","Vendedor 18","Brasil",12,"Time 1","R$ 1.718.115,84"
"Cliente 140","2020-3041","Produtos","2020-12-14","Novo Logo","Vendedor 22","Brasil",73,"Time 11","R$ 606.000,00"
"Cliente 140","2020-3042","Produtos","2020-12-14","Novo Logo","Vendedor 22","Brasil",61,"Time 11","R$ 1.544.000,00"
"Cliente 141","2020-2884","Serviços","2020-12-14","Novo Logo","Vendedor 20","Brasil",2,"Time 3","R$ 108.000,00"
"Cliente 142","2020-3029","Produtos","2020-12-15","Novo Logo","Vendedor 17","Brasil",24,"Time 8","R$ 39.200,00"
"Cliente 143","2020-3034","Produtos","2020-12-16","Novo Logo","Vendedor 17","Brasil",12,"Time 8","R$ 27.477,00"
"Cliente 144","2020-3028","Produtos","2020-12-16","Novo Logo","Vendedor 17","Brasil",12,"Time 8","R$ 2.500,00"
"Cliente 145","2020-2211","Serviços","2020-12-16","Cross selling","Vendedor 13","Brasil",13,"Time 3","R$ 585.205,25"
"Cliente 145","2021-3279","Produtos","2020-12-16","Novo Logo","Vendedor 13","Brasil",37,"Time 3","R$ 696.344,04"
"Cliente 146","2020-2986","Licenciamento","2020-12-29","Novo Logo","Vendedor 12","Colombia",11,"Time 10","R$ 429.642,96"
"Cliente 147","2020-3147","Produtos","2020-12-31","Novo Logo","Vendedor 17","Brasil",24,"Time 8","R$ 30.800,00"
"Cliente 148","2021-3538","Produtos","2021-02-12","Novo Logo","Vendedor 24","Brasil",61,"Time 11","R$ 463.970,00"
"Cliente 149","2021-3564","Produtos","2021-02-25","Novo Logo","Vendedor 20","Brasil",61,"Time 3","R$ 144.000,00"
"Cliente 149","2020-3154","Produtos","2021-02-25","Novo Logo","Vendedor 20","Brasil",61,"Time 3","R$ 1.427.952,00"
"Cliente 15","2017-0005","Serviços","2018-03-27","Novo Logo","Vendedor 5","Colombia",5,"Time 3","R$ 913.900,00"
"Cliente 15","2019-1003","Serviços","2019-03-31","Upselling","Vendedor 12","Colombia",4,"Time 6","R$ 757.427,76"
"Cliente 15","2019-1397","Serviços","2019-07-04","Upselling","Vendedor 12","Colombia",1,"Time 6","R$ 71.958,00"
"Cliente 15","2019-1710","Serviços","2019-12-27","Upselling","Vendedor 12","Colombia",1,"Time 6","R$ 111.996,72"
"Cliente 150","2021-3369","Produtos","2021-02-25","Novo Logo","Vendedor 26","Brasil",61,"Time 12","R$ 384.000,00"
"Cliente 151","2021-3303","Produtos","2021-03-01","Novo Logo","Vendedor 17","Brasil",24,"Time 8","R$ 77.000,00"
"Cliente 152","2021-3655","Produtos","2021-03-17","Novo Logo","Vendedor 27","Brasil",61,"Time 12","R$ 420.000,00"
"Cliente 153","2021-3282","Produtos","2021-03-29","Novo Logo","Vendedor 19","Brasil",60,"Time 3","R$ 330.000,00"
"Cliente 154","2021-3591","Produtos","2021-03-29","Novo Logo","Vendedor 19","Brasil",37,"Time 3","R$ 34.920,00"
"Cliente 155","2021-3280","Produtos","2021-03-31","Novo Logo","Vendedor 24","Brasil",24,"Time 11","R$ 120.000,00"
"Cliente 156","2021-3471","Produtos","2021-03-31","Novo Logo","Vendedor 7","Brasil",22,"Time 5","R$ 4.775.245,00"
"Cliente 157","2021-3766","Produtos","2021-03-31","Novo Logo","Vendedor 7","Brasil",61,"Time 5","R$ 145.000,00"
"Cliente 158","2019-1649","Licenciamento","2021-04-26","Novo Logo","Vendedor 12","Colombia",24,"Time 10","R$ 534.905,70"
"Cliente 159","2021-3375","Produtos","2021-04-29","Novo Logo","Vendedor 25","Brasil",24,"Time 3","R$ 30.720,00"
"Cliente 16","2018-0086","Produtos","2018-04-04","Upselling","Vendedor 1","Brasil",8,"Time 1","R$ 231.587,20"
"Cliente 16","2018-0373","Produtos","2018-09-28","Cross selling","Vendedor 1","Brasil",12,"Time 1","R$ 366.000,00"
"Cliente 16","2018-0069","Produtos","2018-11-30","Upselling","Vendedor 1","Brasil",6,"Time 1","R$ 489.617,84"
"Cliente 16","2018-0564","Serviços","2018-12-13","Upselling","Vendedor 1","Brasil",4,"Time 1","R$ 182.606,34"
"Cliente 16","2019-1179","Serviços","2019-05-21","Cross selling","Vendedor 1","Brasil",3,"Time 1","R$ 230.882,76"
"Cliente 16","2019-1243","Serviços","2019-06-26","Upselling","Vendedor 1","Brasil",3,"Time 1","R$ 103.913,36"
"Cliente 16","2018-0137","Serviços","2019-09-18","Upselling","Vendedor 1","Brasil",1,"Time 1","R$ 517.224,00"
"Cliente 16","2019-1330","Serviços","2019-09-20","Upselling","Vendedor 1","Brasil",1,"Time 1","R$ 127.502,28"
"Cliente 16","2019-1358","Serviços","2019-10-01","Upselling","Vendedor 1","Brasil",5,"Time 1","R$ 380.785,85"
"Cliente 16","2019-1586","Serviços","2019-10-14","Upselling","Vendedor 1","Brasil",1,"Time 1","R$ 103.569,45"
"Cliente 16","2019-0853","Produtos","2019-11-22","Renovação","Vendedor 1","Brasil",12,"Time 1","R$ 438.000,00"
"Cliente 16","2019-1709","Serviços","2019-11-29","Upselling","Vendedor 1","Brasil",1,"Time 1","R$ 118.000,00"
"Cliente 16","2019-1708","Produtos","2019-11-29","Upselling","Vendedor 1","Brasil",6,"Time 1","R$ 148.000,00"
"Cliente 16","2019-1763","Licenciamento","2019-12-13","Cross selling","Vendedor 1","Brasil",12,"Time 1","R$ 320.000,00"
"Cliente 16","2020-2552","Serviços","2020-09-22","Upselling","Vendedor 20","Brasil",6,"Time 3","R$ 518.000,00"
"Cliente 16","2020-2094","Serviços","2020-09-22","Cross selling","Vendedor 20","Brasil",13,"Time 3","R$ 550.000,00"
"Cliente 16","2020-2457","Serviços","2020-10-19","Cross selling","Vendedor 20","Brasil",3,"Time 3","R$ 320.000,00"
"Cliente 16","2020-2460","Produtos","2020-11-30","Renovação","Vendedor 20","Brasil",12,"Time 3","R$ 438.000,00"
"Cliente 16","2021-3705","Serviços","2021-03-25","Upselling","Vendedor 20","Brasil",2,"Time 3","R$ 27.936,00"
"Cliente 160","2021-3843","Produtos","2021-04-30","Novo Logo","Vendedor 21","Brasil",67,"Time 3","R$ 1.658.000,00"
"Cliente 17","2018-0172","Serviços","2018-04-18","Cross selling","Vendedor 3","Brasil",1,"Time 1","R$ 37.710,00"
"Cliente 17","2017-0135","Licenciamento","2018-04-18","Cross selling","Vendedor 3","Brasil",12,"Time 1","R$ 288.290,00"
"Cliente 17","2018-0351","Licenciamento","2019-09-24","Renovação","Vendedor 3","Brasil",37,"Time 1","R$ 1.072.800,00"
"Cliente 18","2018-0177","Serviços","2018-04-19","Upselling","Vendedor 3","Brasil",1,"Time 1","R$ 6.000,00"
"Cliente 19","2018-0182","Serviços","2018-04-23","Novo Logo","Vendedor 3","Brasil",1,"Time 1","R$ 6.720,00"
"Cliente 2","2017-0026","Licenciamento","2018-01-08","Upselling","Vendedor 2","Brasil",13,"Time 2","R$ 323.719,72"
"Cliente 2","2018-0368","Licenciamento","2018-09-27","Upselling","Vendedor 2","Brasil",12,"Time 2","R$ 154.000,00"
"Cliente 2","2018-0547","Licenciamento","2018-11-05","Upselling","Vendedor 7","Brasil",12,"Time 5","R$ 132.000,00"
"Cliente 2","2018-0610","Licenciamento","2019-02-26","Upselling","Vendedor 3","Brasil",12,"Time 1","R$ 695.000,00"
"Cliente 2","2019-0932","Licenciamento","2019-02-28","Upselling","Vendedor 3","Brasil",12,"Time 1","R$ 66.000,00"
"Cliente 2","2019-0933","Licenciamento","2019-02-28","Upselling","Vendedor 3","Brasil",12,"Time 1","R$ 132.000,00"
"Cliente 2","2018-0631","Serviços","2019-04-18","Cross selling","Vendedor 3","Brasil",2,"Time 1","R$ 295.000,00"
"Cliente 2","2019-1234","Licenciamento","2019-05-15","Upselling","Vendedor 3","Brasil",12,"Time 1","R$ 22.000,00"
"Cliente 2","2019-1364","Licenciamento","2019-07-01","Upselling","Vendedor 3","Brasil",12,"Time 1","R$ 22.000,00"
"Cliente 2","2019-1382","Licenciamento","2019-07-03","Upselling","Vendedor 3","Brasil",12,"Time 1","R$ 22.000,00"
"Cliente 2","2019-1318","Licenciamento","2019-10-03","Upselling","Vendedor 3","Brasil",24,"Time 1","R$ 4.134.303,11"
"Cliente 2","2019-1874","Licenciamento","2019-11-19","Upselling","Vendedor 3","Brasil",12,"Time 1","R$ 120.612,00"
"Cliente 2","2019-1682","Licenciamento","2019-11-19","Upselling","Vendedor 3","Brasil",12,"Time 1","R$ 160.816,00"
"Cliente 2","2019-1875","Licenciamento","2019-11-27","Upselling","Vendedor 3","Brasil",12,"Time 1","R$ 20.102,00"
"Cliente 2","2020-2724","Licenciamento","2020-09-25","Upselling","Vendedor 3","Brasil",12,"Time 1","R$ 60.306,00"
"Cliente 2","2020-3075","Licenciamento","2020-12-14","Renovação","Vendedor 3","Brasil",13,"Time 1","R$ 49.844,10"
"Cliente 2","2020-2899","Licenciamento","2020-12-14","Renovação","Vendedor 3","Brasil",13,"Time 1","R$ 424.654,80"
"Cliente 2","2020-2950","Licenciamento","2020-12-14","Cross selling","Vendedor 3","Brasil",12,"Time 1","R$ 616.738,68"
"Cliente 2","2020-2592","Licenciamento","2021-01-11","Upselling","Vendedor 3","Brasil",12,"Time 1","R$ 416.110,71"
"Cliente 2","2021-3414","Serviços","2021-02-02","Cross selling","Vendedor 3","Brasil",12,"Time 1","R$ 36.800,00"
"Cliente 2","2021-3418","Serviços","2021-02-02","Cross selling","Vendedor 3","Brasil",12,"Time 1","R$ 51.029,45"
"Cliente 20","2018-0036","Serviços","2018-04-30","Novo Logo","Vendedor 1","Brasil",1,"Time 1","R$ 29.200,00"
"Cliente 21","2018-0102","Serviços","2018-04-30","Upselling","Vendedor 3","Brasil",11,"Time 1","R$ 380.400,00"
"Cliente 21","2020-2275","Serviços","2020-04-30","Cross selling","Vendedor 3","Brasil",12,"Time 1","R$ 94.331,34"
"Cliente 21","2020-2274","Serviços","2020-04-30","Cross selling","Vendedor 3","Brasil",12,"Time 1","R$ 1.011.387,74"
"Cliente 21","2020-2058","Licenciamento","2020-04-30","Cross selling","Vendedor 3","Brasil",24,"Time 1","R$ 5.039.994,61"
"Cliente 21","2021-3899","Serviços","2021-04-30","Upselling","Vendedor 29","Brasil",12,"Time 1","R$ 320.439,68"
"Cliente 21","2021-3716","Licenciamento","2021-04-30","Renovação","Vendedor 29","Brasil",37,"Time 1","R$ 18.192.880,38"
"Cliente 22","2018-0164","Produtos","2018-04-30","Novo Logo","Vendedor 1","Brasil",3,"Time 1","R$ 50.000,00"
"Cliente 23","2017-0018","Produtos","2018-05-04","Cross selling","Vendedor 1","Brasil",7,"Time 1","R$ 332.463,36"
"Cliente 23","2017-0209","Licenciamento","2018-07-26","Renovação","Vendedor 1","Brasil",12,"Time 1","R$ 235.386,18"
"Cliente 23","2018-0226","Produtos","2018-07-26","Cross selling","Vendedor 1","Brasil",12,"Time 1","R$ 408.000,00"
"Cliente 23","2018-0648","Licenciamento","2019-06-26","Renovação","Vendedor 1","Brasil",12,"Time 1","R$ 235.386,18"
"Cliente 23","2019-0854","Produtos","2019-08-28","Renovação","Vendedor 1","Brasil",12,"Time 1","R$ 360.000,00"
"Cliente 23","2019-1901","Serviços","2019-12-16","Cross selling","Vendedor 9","Brasil",5,"Time 3","R$ 359.186,94"
"Cliente 23","2020-2551","Serviços","2020-08-14","Renovação","Vendedor 20","Brasil",12,"Time 3","R$ 303.590,40"
"Cliente 23","2020-2868","Produtos","2020-09-30","Upselling","Vendedor 20","Brasil",24,"Time 3","R$ 226.000,00"
"Cliente 24","2017-0123","Serviços","2018-05-08","Upselling","Vendedor 2","Brasil",11,"Time 2","R$ 310.464,00"
"Cliente 24","2017-0136","Licenciamento","2018-05-09","Renovação","Vendedor 2","Brasil",12,"Time 2","R$ 184.824,00"
"Cliente 24","2018-0384","Licenciamento","2018-09-28","Upselling","Vendedor 1","Brasil",8,"Time 1","R$ 67.619,11"
"Cliente 24","2018-0478","Produtos","2018-09-28","Upselling","Vendedor 1","Brasil",6,"Time 1","R$ 155.232,00"
"Cliente 24","2019-0968","Serviços","2019-03-14","Upselling","Vendedor 1","Brasil",12,"Time 1","R$ 310.464,00"
"Cliente 24","2019-0999","Serviços","2019-03-25","Upselling","Vendedor 1","Brasil",13,"Time 1","R$ 310.464,00"
"Cliente 24","2018-0343","Licenciamento","2019-04-05","Renovação","Vendedor 1","Brasil",12,"Time 1","R$ 385.335,65"
"Cliente 24","2019-1297","Serviços","2019-06-28","Upselling","Vendedor 1","Brasil",12,"Time 1","R$ 310.464,00"
"Cliente 24","2019-1580","Licenciamento","2019-09-23","Upselling","Vendedor 1","Brasil",12,"Time 1","R$ 160.371,66"
"Cliente 24","2020-1978","Serviços","2020-01-23","Renovação","Vendedor 9","Brasil",12,"Time 3","R$ 310.464,00"
"Cliente 24","2020-2281","Serviços","2020-06-25","Cross selling","Vendedor 9","Brasil",1,"Time 3","R$ 379.663,20"
