"cliente","id","tipo","data_da_venda","categoria","vendedor","regional","duracao_do_contrato_meses","equipe","valor"
"Cliente 43","2020-1977","Serviços","2020-03-03","Upselling","Vendedor 13","Brasil",6,"Time 3","R$ 147.934,08"
"Cliente 44","2018-0375","Licenciamento","2018-12-21","Renovação","Vendedor 8","Mexico",12,"Time 6","R$ 402.750,00"
"Cliente 44","2019-0917","Licenciamento","2019-04-29","Novo Logo","Vendedor 8","Mexico",13,"Time 6","R$ 547.740,00"
"Cliente 44","2019-0941","Licenciamento","2019-05-21","Upselling","Vendedor 8","Mexico",9,"Time 6","R$ 935.470,11"
"Cliente 44","2019-1885","Licenciamento","2019-12-03","Upselling","Vendedor 8","Mexico",25,"Time 6","R$ 2.110.324,08"
"Cliente 44","2019-0842","Licenciamento","2020-01-24","Renovação","Vendedor 8","Mexico",24,"Time 9","R$ 563.850,00"
"Cliente 44","2020-2359","Licenciamento","2020-05-28","Renovação","Vendedor 8","Mexico",38,"Time 9","R$ 177.639,60"
"Cliente 44","2021-3289","Licenciamento","2021-02-09","Renovação","Vendedor 8","Mexico",12,"Time 9","R$ 281.925,00"
"Cliente 44","2021-3287","Licenciamento","2021-02-09","Renovação","Vendedor 8","Mexico",12,"Time 9","R$ 343.680,00"
"Cliente 44","2021-3288","Licenciamento","2021-02-09","Renovação","Vendedor 8","Mexico",12,"Time 9","R$ 1.006.875,00"
"Cliente 45","2018-0352","Licenciamento","2018-12-27","Renovação","Vendedor 1","Brasil",12,"Time 1","R$ 230.136,72"
"Cliente 46","2018-0306","Serviços","2018-12-28","Cross selling","Vendedor 1","Brasil",5,"Time 1","R$ 252.856,47"
"Cliente 46","2020-2349","Serviços","2020-06-26","Upselling","Vendedor 1","Brasil",12,"Time 1","R$ 201.484,80"
"Cliente 47","2018-0393","Serviços","2019-01-15","Cross selling","Vendedor 3","Brasil",12,"Time 1","R$ 25.600,00"
"Cliente 47","2017-0301","Licenciamento","2019-01-15","Renovação","Vendedor 3","Brasil",12,"Time 1","R$ 166.950,00"
"Cliente 47","2019-1691","Licenciamento","2020-02-03","Renovação","Vendedor 3","Brasil",24,"Time 1","R$ 331.792,20"
"Cliente 48","2018-0444","Licenciamento","2019-01-30","Novo Logo","Vendedor 8","Mexico",32,"Time 6","R$ 547.740,00"
"Cliente 49","2018-0180","Serviços","2019-01-31","Upselling","Vendedor 3","Brasil",1,"Time 1","R$ 39.469,99"
"Cliente 5","2017-0152","Serviços","2018-01-24","Upselling","Vendedor 3","Brasil",2,"Time 1","R$ 157.297,20"
"Cliente 5","2018-0110","Serviços","2018-03-02","Upselling","Vendedor 3","Brasil",2,"Time 1","R$ 45.020,10"
"Cliente 5","2018-0112","Serviços","2018-03-05","Upselling","Vendedor 3","Brasil",7,"Time 1","R$ 162.796,50"
"Cliente 5","2018-0113","Serviços","2018-03-05","Upselling","Vendedor 3","Brasil",8,"Time 1","R$ 1.010.653,20"
"Cliente 5","2018-0155","Serviços","2018-03-28","Upselling","Vendedor 3","Brasil",12,"Time 1","R$ 332.640,00"
"Cliente 5","2018-0128","Serviços","2018-04-02","Upselling","Vendedor 3","Brasil",6,"Time 1","R$ 945.932,40"
"Cliente 5","2018-0142","Serviços","2018-04-02","Upselling","Vendedor 3","Brasil",13,"Time 1","R$ 951.050,64"
"Cliente 5","2018-0129","Serviços","2018-05-11","Upselling","Vendedor 3","Brasil",8,"Time 1","R$ 1.297.361,52"
